food_group,food_number,food_name,waste_rate,energy_kcal,protein_g,fat_g,fiber_g,carbohydrate_g,potassium_mg,calcium_mg,magnesium_mg,phosphorus_mg,iron_mg,zinc_mg,copper_mg,vitamin_a_ug,vitamin_d_ug,vitamin_e_mg,vitamin_k_ug,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_b6_mg,vitamin_b12_ug,folate_ug,pantothenic_mg,vitamin_c_mg,source,per_100g
10,10023,＜魚類＞　あゆ　天然　内臓　生,0.0,180.0,9.5,17.5,0.0,0.3,210.0,43.0,44.0,180.0,24.0,2.0,0.34,1700.0,5.0,1.9,40.0,0.12,0.55,3.8,0.16,60.0,220.0,1.56,5.0,文部科学省食品成分表八訂,True
10,10024,＜魚類＞　あゆ　天然　内臓　焼き,0.0,161.0,23.0,10.1,0.0,0.4,520.0,140.0,76.0,470.0,63.0,2.7,0.44,2000.0,4.0,3.2,80.0,0.28,1.0,8.6,0.17,50.0,250.0,1.67,5.0,文部科学省食品成分表八訂,True
10,10025,＜魚類＞　あゆ　養殖　生,50.0,138.0,17.8,7.9,0.0,0.6,360.0,250.0,24.0,320.0,0.8,0.9,0.05,55.0,8.0,5.0,0.0,0.15,0.14,3.5,0.28,2.6,28.0,1.22,2.0,文部科学省食品成分表八訂,True
10,10026,＜魚類＞　あゆ　養殖　焼き,55.0,202.0,22.6,15.1,0.0,0.8,430.0,450.0,31.0,430.0,2.0,1.3,0.07,480.0,17.0,8.2,0.0,0.2,0.18,4.0,0.24,6.0,38.0,1.67,2.0,文部科学省食品成分表八訂,True
10,10027,＜魚類＞　あゆ　養殖　内臓　生,0.0,485.0,7.4,55.0,0.0,0.3,160.0,55.0,11.0,120.0,8.0,1.3,0.14,4400.0,8.0,7.4,11.0,0.16,0.44,2.6,0.11,9.6,260.0,1.46,2.0,文部科学省食品成分表八訂,True
10,10028,＜魚類＞　あゆ　養殖　内臓　焼き,0.0,500.0,15.2,52.3,0.0,0.4,270.0,130.0,9.0,190.0,19.0,1.8,0.15,6000.0,8.6,24.0,16.0,0.34,0.68,4.1,0.15,7.8,280.0,1.33,1.0,文部科学省食品成分表八訂,True
10,10029,＜魚類＞　あゆ　うるか,0.0,157.0,11.4,13.1,0.0,1.8,190.0,16.0,15.0,210.0,4.0,1.4,0.1,2000.0,15.0,6.7,6.0,0.06,0.38,2.0,0.11,10.0,100.0,1.31,0.0,文部科学省食品成分表八訂,True
10,10030,＜魚類＞　アラスカめぬけ　生,0.0,96.0,17.2,3.4,0.0,0.1,290.0,22.0,26.0,170.0,0.2,0.4,0.02,20.0,3.0,1.0,0.0,0.04,0.05,1.1,0.07,1.6,2.0,0.24,0.0,文部科学省食品成分表八訂,True
10,10031,＜魚類＞　あんこう　生,0.0,54.0,13.0,0.2,0.0,0.3,210.0,8.0,19.0,140.0,0.2,0.6,0.04,13.0,1.0,0.7,0.0,0.04,0.16,1.7,0.11,1.2,5.0,0.21,1.0,文部科学省食品成分表八訂,True
10,10032,＜魚類＞　あんこう　きも　生,0.0,401.0,10.0,41.9,0.0,2.2,220.0,6.0,9.0,140.0,1.2,2.2,1.0,8300.0,110.0,14.0,0.0,0.14,0.35,1.5,0.11,39.0,88.0,0.89,1.0,文部科学省食品成分表八訂,True
10,10033,＜魚類＞　いかなご　生,0.0,111.0,17.2,5.5,0.0,0.1,390.0,500.0,39.0,530.0,2.5,3.9,0.08,200.0,21.0,0.8,0.0,0.19,0.81,4.6,0.15,11.0,29.0,0.77,1.0,文部科学省食品成分表八訂,True
10,10034,＜魚類＞　いかなご　煮干し,0.0,218.0,43.1,6.1,0.0,1.5,810.0,740.0,130.0,1200.0,6.6,5.9,0.13,10.0,54.0,0.8,0.0,0.27,0.18,3.3,0.06,4.6,50.0,1.15,0.0,文部科学省食品成分表八訂,True
10,10035,＜魚類＞　いかなご　つくだ煮,0.0,271.0,29.4,4.6,0.0,30.7,670.0,470.0,80.0,820.0,2.3,3.6,0.09,0.0,23.0,0.8,0.0,0.02,0.27,10.0,0.09,7.8,85.0,0.76,0.0,文部科学省食品成分表八訂,True
10,10036,＜魚類＞　いかなご　あめ煮,0.0,268.0,25.6,3.7,0.0,35.8,430.0,550.0,92.0,730.0,3.4,3.4,0.11,0.0,21.0,0.4,0.0,0.02,0.28,11.0,0.07,7.2,75.0,0.67,0.0,文部科学省食品成分表八訂,True
10,10037,＜魚類＞　いさき　生,45.0,116.0,17.2,5.7,0.0,0.1,300.0,22.0,32.0,220.0,0.4,0.6,0.04,41.0,15.0,0.9,0.0,0.06,0.12,4.0,0.31,5.8,12.0,0.77,0.0,文部科学省食品成分表八訂,True
10,10038,＜魚類＞　いしだい　生,55.0,138.0,19.5,7.8,0.0,0.0,390.0,20.0,26.0,240.0,0.3,0.6,0.03,39.0,3.0,2.1,0.0,0.15,0.15,4.9,0.34,1.3,2.0,0.31,0.0,文部科学省食品成分表八訂,True
10,10039,＜魚類＞　いとよりだい　生,0.0,85.0,18.1,1.7,0.0,0.1,390.0,46.0,26.0,200.0,0.5,0.4,0.05,28.0,11.0,0.6,0.0,0.04,0.08,2.3,0.27,3.0,5.0,0.5,2.0,文部科学省食品成分表八訂,True
10,10040,＜魚類＞　いとよりだい　すり身,0.0,90.0,16.7,0.4,0.0,5.1,17.0,26.0,12.0,110.0,0.1,0.3,0.01,2.0,3.0,0.2,0.0,0.0,0.02,0.1,0.01,0.3,1.0,0.31,0.0,文部科学省食品成分表八訂,True
10,10041,＜魚類＞　いぼだい　生,45.0,132.0,16.4,8.5,0.0,0.0,280.0,41.0,30.0,160.0,0.5,0.8,0.03,95.0,2.0,0.7,0.0,0.04,0.19,4.7,0.29,2.7,7.0,0.57,1.0,文部科学省食品成分表八訂,True
10,10042,＜魚類＞　（いわし類）　うるめいわし　生,35.0,124.0,21.3,4.8,0.0,0.3,440.0,85.0,37.0,290.0,2.3,1.3,0.16,130.0,9.0,1.6,0.0,0.08,0.36,8.0,0.55,14.0,16.0,1.25,1.0,文部科学省食品成分表八訂,True
10,10043,＜魚類＞　（いわし類）　うるめいわし　丸干し,15.0,219.0,45.0,5.1,0.0,0.3,820.0,570.0,110.0,910.0,4.5,2.7,0.23,0.0,8.0,0.1,0.0,0.25,0.43,16.0,0.69,25.0,44.0,0.92,0.0,文部科学省食品成分表八訂,True
10,10044,＜魚類＞　（いわし類）　かたくちいわし　生,45.0,171.0,18.2,12.1,0.0,0.3,300.0,60.0,32.0,240.0,0.9,1.0,0.17,11.0,4.0,0.4,0.0,0.03,0.16,9.7,0.58,14.0,19.0,1.07,1.0,文部科学省食品成分表八訂,True
10,10045,＜魚類＞　（いわし類）　かたくちいわし　煮干し,0.0,298.0,64.5,6.2,0.0,0.3,1200.0,2200.0,230.0,1500.0,18.0,7.2,0.39,0.0,18.0,0.9,0.0,0.1,0.1,17.0,0.28,41.0,74.0,1.81,0.0,文部科学省食品成分表八訂,True
10,10046,＜魚類＞　（いわし類）　かたくちいわし　田作り,0.0,304.0,66.6,5.7,0.0,0.3,1600.0,2500.0,190.0,2300.0,3.0,7.9,0.39,0.0,30.0,0.8,0.0,0.1,0.11,17.0,0.37,65.0,230.0,3.74,0.0,文部科学省食品成分表八訂,True
10,10047,＜魚類＞　（いわし類）　まいわし　生,60.0,156.0,19.2,9.2,0.0,0.2,270.0,74.0,30.0,230.0,2.1,1.6,0.2,8.0,32.0,2.5,1.0,0.03,0.39,7.2,0.49,16.0,10.0,1.14,0.0,文部科学省食品成分表八訂,True
10,10048,＜魚類＞　（いわし類）　まいわし　水煮,20.0,182.0,22.4,8.7,0.0,0.2,280.0,82.0,32.0,250.0,2.3,1.7,0.23,5.0,13.0,1.3,0.0,0.05,0.29,6.3,0.35,18.0,7.0,0.87,0.0,文部科学省食品成分表八訂,True
10,10049,＜魚類＞　（いわし類）　まいわし　焼き,35.0,199.0,25.3,9.4,0.0,0.2,350.0,98.0,36.0,300.0,2.5,2.3,0.23,8.0,14.0,1.9,0.0,0.12,0.43,9.1,0.39,22.0,12.0,1.33,0.0,文部科学省食品成分表八訂,True
10,10395,＜魚類＞　（いわし類）　まいわし　フライ,0.0,384.0,20.0,30.3,,10.7,290.0,78.0,33.0,240.0,2.2,1.7,0.21,15.0,21.0,5.7,37.0,0.04,0.39,6.3,0.28,14.0,14.0,1.15,0.0,文部科学省食品成分表八訂,True
10,10050,＜魚類＞　（いわし類）　まいわし　塩いわし,45.0,143.0,16.8,9.6,0.0,0.4,300.0,70.0,43.0,210.0,1.7,1.4,0.2,0.0,10.0,0.3,0.0,0.03,0.35,8.0,0.54,17.0,22.0,1.46,0.0,文部科学省食品成分表八訂,True
10,10051,＜魚類＞　（いわし類）　まいわし　生干し,40.0,217.0,20.6,16.0,0.0,1.1,340.0,65.0,34.0,270.0,1.6,0.9,0.12,0.0,11.0,0.2,0.0,0.0,0.22,12.0,0.48,16.0,11.0,1.21,0.0,文部科学省食品成分表八訂,True
10,10052,＜魚類＞　（いわし類）　まいわし　丸干し,15.0,177.0,32.8,5.5,0.0,0.7,470.0,440.0,100.0,570.0,4.4,1.8,0.21,40.0,50.0,0.7,1.0,0.01,0.41,16.0,0.68,29.0,31.0,1.0,0.0,文部科学省食品成分表八訂,True
10,10053,＜魚類＞　（いわし類）　めざし　生,15.0,206.0,18.2,18.9,0.0,0.5,170.0,180.0,31.0,190.0,2.6,1.2,0.1,77.0,11.0,0.3,0.0,0.01,0.21,10.0,0.37,15.0,34.0,1.27,0.0,文部科学省食品成分表八訂,True
10,10054,＜魚類＞　（いわし類）　めざし　焼き,15.0,200.0,23.7,15.0,0.0,0.7,220.0,320.0,50.0,290.0,4.2,1.5,0.13,95.0,11.0,0.4,0.0,0.01,0.26,12.0,0.38,13.0,36.0,1.71,0.0,文部科学省食品成分表八訂,True
10,10396,＜魚類＞　（いわし類）　しらす　生,0.0,67.0,15.0,1.3,0.0,0.1,340.0,210.0,67.0,340.0,0.4,1.1,0.02,110.0,6.7,0.9,0.0,0.02,0.07,3.7,0.17,4.2,56.0,0.51,5.0,文部科学省食品成分表八訂,True
10,10445,＜魚類＞　（いわし類）　しらす　釜揚げしらす,0.0,84.0,17.6,1.7,0.0,0.0,120.0,190.0,48.0,320.0,0.3,1.1,0.03,140.0,4.2,0.8,,0.07,0.04,2.1,0.05,1.5,26.0,0.3,0.0,文部科学省食品成分表八訂,True
10,10055,＜魚類＞　（いわし類）　しらす干し　微乾燥品,0.0,113.0,24.5,2.1,0.0,0.1,170.0,280.0,80.0,480.0,0.6,1.7,0.06,190.0,12.0,1.1,0.0,0.11,0.03,2.6,0.05,3.2,27.0,0.5,0.0,文部科学省食品成分表八訂,True
10,10056,＜魚類＞　（いわし類）　しらす干し　半乾燥品,0.0,187.0,40.5,3.5,0.0,0.5,490.0,520.0,130.0,860.0,0.8,3.0,0.07,240.0,61.0,1.5,0.0,0.22,0.06,7.4,0.04,6.3,58.0,0.72,0.0,文部科学省食品成分表八訂,True
10,10057,＜魚類＞　（いわし類）　たたみいわし,0.0,348.0,75.1,5.6,0.0,0.7,790.0,970.0,190.0,1400.0,2.6,6.6,0.13,410.0,50.0,2.7,0.0,0.15,0.33,8.2,0.27,16.0,300.0,2.95,0.0,文部科学省食品成分表八訂,True
10,10058,＜魚類＞　（いわし類）　みりん干し　かたくちいわし,0.0,330.0,44.3,7.0,0.0,25.0,420.0,800.0,73.0,660.0,3.7,3.5,0.32,13.0,25.0,1.1,0.0,0.02,0.24,8.2,0.38,15.0,23.0,1.77,0.0,文部科学省食品成分表八訂,True
10,10059,＜魚類＞　（いわし類）　みりん干し　まいわし,0.0,314.0,31.4,15.7,0.0,16.3,290.0,240.0,54.0,360.0,4.3,2.3,0.27,16.0,53.0,0.9,0.0,0.0,0.5,8.9,0.37,14.0,19.0,1.41,0.0,文部科学省食品成分表八訂,True
10,10060,＜魚類＞　（いわし類）　缶詰　水煮,0.0,168.0,20.7,10.6,0.0,0.1,250.0,320.0,44.0,360.0,2.6,1.4,0.19,9.0,6.0,2.6,0.0,0.03,0.3,8.5,0.16,16.0,7.0,0.63,0.0,文部科学省食品成分表八訂,True
10,10061,＜魚類＞　（いわし類）　缶詰　味付け,0.0,203.0,20.4,11.9,0.0,5.7,240.0,370.0,38.0,380.0,2.3,1.9,0.19,9.0,20.0,2.1,0.0,0.03,0.3,8.0,0.27,13.0,6.0,0.61,0.0,文部科学省食品成分表八訂,True
10,10062,＜魚類＞　（いわし類）　缶詰　トマト漬,0.0,167.0,17.5,10.8,0.0,1.3,310.0,360.0,35.0,320.0,1.9,1.7,0.19,12.0,20.0,2.4,0.0,0.01,0.25,6.3,0.27,10.0,14.0,0.68,0.0,文部科学省食品成分表八訂,True
10,10063,＜魚類＞　（いわし類）　缶詰　油漬,0.0,351.0,20.3,30.7,0.0,0.3,280.0,350.0,36.0,370.0,1.4,2.1,0.2,25.0,7.0,8.2,0.0,0.08,0.32,7.8,0.34,18.0,10.0,0.81,0.0,文部科学省食品成分表八訂,True
10,10064,＜魚類＞　（いわし類）　缶詰　かば焼,0.0,234.0,16.2,15.6,0.0,9.3,270.0,220.0,31.0,290.0,2.0,1.2,0.13,32.0,17.0,1.8,0.0,0.01,0.24,6.2,0.24,12.0,15.0,0.74,0.0,文部科学省食品成分表八訂,True
10,10397,＜魚類＞　（いわし類）　缶詰　アンチョビ,0.0,157.0,24.2,6.8,0.0,0.1,140.0,150.0,39.0,180.0,2.6,3.7,0.24,4.0,1.7,1.9,,0.0,0.31,4.1,0.21,14.0,23.0,0.48,0.0,文部科学省食品成分表八訂,True
10,10065,＜魚類＞　いわな　養殖　生,50.0,101.0,19.0,3.6,0.0,0.1,380.0,39.0,29.0,260.0,0.3,0.8,0.04,5.0,5.0,1.6,0.0,0.09,0.12,3.4,0.21,4.2,5.0,0.68,1.0,文部科学省食品成分表八訂,True
10,10066,＜魚類＞　うぐい　生,50.0,93.0,20.1,1.5,0.0,0.2,340.0,69.0,27.0,240.0,0.7,3.4,0.05,41.0,19.0,0.8,0.0,0.03,0.11,3.5,0.16,8.5,8.0,1.11,0.0,文部科学省食品成分表八訂,True
10,10067,＜魚類＞　うなぎ　養殖　生,25.0,228.0,17.1,19.3,0.0,0.3,230.0,130.0,20.0,260.0,0.5,1.4,0.04,2400.0,18.0,7.4,0.0,0.37,0.48,3.0,0.13,3.5,14.0,2.17,2.0,文部科学省食品成分表八訂,True
10,10068,＜魚類＞　うなぎ　きも　生,0.0,102.0,13.0,5.3,0.0,3.5,200.0,19.0,15.0,160.0,4.6,2.7,1.08,4400.0,3.0,3.9,17.0,0.3,0.75,4.0,0.25,2.7,380.0,2.95,2.0,文部科学省食品成分表八訂,True
10,10069,＜魚類＞　うなぎ　白焼き,0.0,300.0,20.7,25.8,0.0,0.1,300.0,140.0,18.0,280.0,1.0,1.9,0.04,1500.0,17.0,5.3,0.0,0.55,0.45,3.5,0.09,2.7,16.0,1.16,0.0,文部科学省食品成分表八訂,True
10,10070,＜魚類＞　うなぎ　かば焼,0.0,285.0,23.0,21.0,0.0,3.1,300.0,150.0,15.0,300.0,0.8,2.7,0.07,1500.0,19.0,4.9,0.0,0.75,0.74,4.1,0.09,2.2,13.0,1.29,0.0,文部科学省食品成分表八訂,True
10,10071,＜魚類＞　うまづらはぎ　生,65.0,75.0,18.2,0.3,0.0,0.0,320.0,50.0,87.0,160.0,0.4,0.5,0.05,0.0,8.0,1.1,0.0,0.01,0.13,3.7,0.4,1.4,4.0,0.5,0.0,文部科学省食品成分表八訂,True
10,10072,＜魚類＞　うまづらはぎ　味付け開き干し,9.0,289.0,58.9,1.6,0.0,10.4,310.0,190.0,84.0,370.0,1.5,2.4,0.1,0.0,69.0,0.7,0.0,0.02,0.05,8.2,0.34,4.0,16.0,0.74,0.0,文部科学省食品成分表八訂,True
10,10073,＜魚類＞　えい　生,0.0,79.0,19.1,0.3,0.0,0.1,110.0,4.0,18.0,170.0,0.9,0.5,0.04,2.0,3.0,0.7,0.0,0.05,0.12,2.5,0.25,3.7,3.0,0.55,1.0,文部科学省食品成分表八訂,True
10,10074,＜魚類＞　えそ　生,0.0,87.0,20.1,0.8,0.0,0.1,380.0,80.0,36.0,260.0,0.3,0.4,0.02,0.0,1.0,0.1,0.0,0.07,0.1,3.3,0.24,1.7,13.0,0.51,2.0,文部科学省食品成分表八訂,True
10,10075,＜魚類＞　おいかわ　生,55.0,124.0,19.2,5.8,0.0,0.1,240.0,45.0,23.0,210.0,0.6,2.5,0.06,10.0,10.0,0.9,0.0,0.01,0.16,4.0,0.21,11.0,21.0,1.02,2.0,文部科学省食品成分表八訂,True
10,10076,＜魚類＞　おおさが　生,0.0,131.0,16.3,8.0,0.0,0.1,310.0,16.0,22.0,160.0,0.2,0.4,0.02,85.0,3.0,4.9,0.0,0.01,0.03,1.0,0.05,3.3,1.0,0.21,1.0,文部科学省食品成分表八訂,True
10,10077,＜魚類＞　おこぜ　生,60.0,81.0,19.6,0.2,0.0,0.2,360.0,31.0,26.0,200.0,0.4,0.7,0.03,2.0,1.0,0.4,0.0,0.01,0.12,2.4,0.08,0.6,3.0,0.51,0.0,文部科学省食品成分表八訂,True
10,10078,＜魚類＞　おひょう　生,0.0,93.0,19.9,1.7,0.0,0.1,400.0,7.0,28.0,260.0,0.1,0.5,0.02,13.0,3.0,0.8,0.0,0.09,0.07,7.1,0.41,2.1,12.0,0.47,0.0,文部科学省食品成分表八訂,True
10,10079,＜魚類＞　かさご　生,0.0,83.0,19.3,1.1,0.0,0.1,310.0,57.0,27.0,180.0,0.3,0.5,0.01,3.0,2.0,0.3,0.0,0.03,0.06,1.8,0.06,1.2,3.0,0.47,1.0,文部科学省食品成分表八訂,True
10,10080,＜魚類＞　かじか　生,0.0,98.0,15.0,5.0,0.0,0.2,260.0,520.0,31.0,400.0,2.8,1.7,0.15,180.0,3.0,1.3,1.0,0.07,0.38,1.5,0.08,28.0,15.0,0.54,1.0,文部科学省食品成分表八訂,True
10,10081,＜魚類＞　かじか　水煮,0.0,108.0,15.8,5.8,0.0,0.2,210.0,630.0,40.0,440.0,2.6,2.3,0.24,290.0,4.9,2.5,1.0,0.06,0.3,1.1,0.07,28.0,21.0,0.42,0.0,文部科学省食品成分表八訂,True
10,10082,＜魚類＞　かじか　つくだ煮,0.0,293.0,29.4,5.5,0.0,33.8,460.0,880.0,59.0,670.0,5.8,3.0,0.15,370.0,2.0,3.4,0.0,0.07,0.48,2.4,0.05,16.0,53.0,0.8,0.0,文部科学省食品成分表八訂,True
10,10083,＜魚類＞　（かじき類）　くろかじき　生,0.0,93.0,22.9,0.2,0.0,0.1,390.0,5.0,34.0,260.0,0.5,0.7,0.03,2.0,38.0,0.9,0.0,0.05,0.06,14.0,0.44,1.5,6.0,0.29,1.0,文部科学省食品成分表八訂,True
10,10084,＜魚類＞　（かじき類）　まかじき　生,0.0,107.0,23.1,1.8,0.0,0.1,380.0,5.0,35.0,270.0,0.6,0.6,0.04,8.0,12.0,1.2,0.0,0.09,0.07,10.0,0.44,4.3,5.0,1.25,2.0,文部科学省食品成分表八訂,True
10,10085,＜魚類＞　（かじき類）　めかじき　生,0.0,139.0,19.2,7.6,0.0,0.1,440.0,3.0,29.0,260.0,0.5,0.7,0.04,61.0,8.8,4.4,1.0,0.06,0.09,7.6,0.37,1.9,8.0,0.39,1.0,文部科学省食品成分表八訂,True
10,10398,＜魚類＞　（かじき類）　めかじき　焼き,0.0,202.0,27.5,11.1,0.0,0.0,630.0,5.0,41.0,370.0,0.6,0.9,0.05,85.0,10.0,6.1,1.0,0.07,0.11,10.0,0.35,2.4,8.0,0.46,0.0,文部科学省食品成分表八訂,True
10,10086,＜魚類＞　（かつお類）　かつお　春獲り　生,0.0,108.0,25.8,0.5,0.0,0.1,430.0,11.0,42.0,280.0,1.9,0.8,0.11,5.0,4.0,0.3,0.0,0.13,0.17,19.0,0.76,8.4,6.0,0.7,0.0,文部科学省食品成分表八訂,True
10,10087,＜魚類＞　（かつお類）　かつお　秋獲り　生,35.0,150.0,25.0,6.2,0.0,0.2,380.0,8.0,38.0,260.0,1.9,0.9,0.1,20.0,9.0,0.1,0.0,0.1,0.16,18.0,0.76,8.6,4.0,0.61,0.0,文部科学省食品成分表八訂,True
10,10088,＜魚類＞　（かつお類）　そうだがつお　生,40.0,126.0,25.7,2.8,0.0,0.3,350.0,23.0,33.0,230.0,2.6,1.2,0.15,9.0,22.0,1.2,0.0,0.17,0.29,16.0,0.54,12.0,14.0,1.29,0.0,文部科学省食品成分表八訂,True
10,10089,＜魚類＞　（かつお類）　加工品　なまり,0.0,126.0,29.8,0.7,0.0,0.4,300.0,11.0,32.0,300.0,3.7,0.9,0.17,0.0,4.0,0.2,0.0,0.19,0.18,16.0,0.46,21.0,16.0,0.58,0.0,文部科学省食品成分表八訂,True
10,10090,＜魚類＞　（かつお類）　加工品　なまり節,0.0,162.0,38.0,1.1,0.0,0.5,630.0,20.0,40.0,570.0,5.0,1.2,0.2,0.0,21.0,0.4,0.0,0.4,0.25,35.0,0.36,11.0,10.0,0.7,0.0,文部科学省食品成分表八訂,True
10,10446,＜魚類＞　（かつお類）　加工品　裸節,0.0,309.0,71.6,3.3,0.0,0.2,780.0,15.0,76.0,570.0,6.5,1.9,0.29,10.0,6.7,1.5,1.0,0.01,0.35,45.0,0.65,16.0,14.0,0.86,,文部科学省食品成分表八訂,True
10,10091,＜魚類＞　（かつお類）　加工品　かつお節,0.0,332.0,77.1,2.9,0.0,0.8,940.0,28.0,70.0,790.0,5.5,2.8,0.27,0.0,6.0,1.2,0.0,0.55,0.35,45.0,0.53,15.0,11.0,0.82,0.0,文部科学省食品成分表八訂,True
10,10092,＜魚類＞　（かつお類）　加工品　削り節,0.0,327.0,75.7,3.2,0.0,0.4,810.0,46.0,91.0,680.0,9.0,2.5,0.43,24.0,4.0,1.1,0.0,0.38,0.57,37.0,0.53,22.0,15.0,0.97,0.0,文部科学省食品成分表八訂,True
10,10093,＜魚類＞　（かつお類）　加工品　削り節つくだ煮,0.0,233.0,19.5,3.3,0.0,32.3,410.0,54.0,69.0,290.0,8.0,1.3,0.18,0.0,6.0,0.4,0.0,0.13,0.1,12.0,0.19,5.3,27.0,0.57,0.0,文部科学省食品成分表八訂,True
10,10094,＜魚類＞　（かつお類）　加工品　角煮,0.0,221.0,31.0,1.6,0.0,21.4,290.0,10.0,40.0,220.0,6.0,0.7,0.09,0.0,5.0,0.5,0.0,0.15,0.12,17.0,0.21,4.0,15.0,0.42,0.0,文部科学省食品成分表八訂,True
10,10095,＜魚類＞　（かつお類）　加工品　塩辛,0.0,58.0,12.0,1.5,0.0,0.0,130.0,180.0,37.0,150.0,5.0,12.0,0.07,90.0,120.0,0.7,2.0,0.1,0.25,1.7,0.05,4.5,48.0,0.43,0.0,文部科学省食品成分表八訂,True
10,10096,＜魚類＞　（かつお類）　缶詰　味付け　フレーク,0.0,139.0,18.4,2.7,0.0,10.7,280.0,29.0,30.0,190.0,2.6,0.7,0.15,0.0,9.0,1.0,0.0,0.14,0.13,15.0,0.29,8.3,9.0,0.37,0.0,文部科学省食品成分表八訂,True
10,10097,＜魚類＞　（かつお類）　缶詰　油漬　フレーク,0.0,289.0,18.8,24.2,0.0,0.1,230.0,5.0,23.0,160.0,0.9,0.5,0.07,0.0,4.0,2.6,0.0,0.12,0.11,15.0,0.4,2.8,7.0,0.24,0.0,文部科学省食品成分表八訂,True
10,10098,＜魚類＞　かます　生,40.0,137.0,18.9,7.2,0.0,0.1,320.0,41.0,34.0,140.0,0.3,0.5,0.04,12.0,11.0,0.9,0.0,0.03,0.14,4.5,0.31,2.3,8.0,0.47,0.0,文部科学省食品成分表八訂,True
10,10099,＜魚類＞　かます　焼き,40.0,134.0,23.3,4.9,0.0,0.1,360.0,59.0,42.0,190.0,0.5,0.6,0.05,13.0,10.0,0.9,0.0,0.03,0.14,4.2,0.31,3.3,13.0,0.52,0.0,文部科学省食品成分表八訂,True
10,10100,＜魚類＞　（かれい類）　まがれい　生,0.0,89.0,19.6,1.3,0.0,0.1,330.0,43.0,28.0,200.0,0.2,0.8,0.03,5.0,13.0,1.5,0.0,0.03,0.35,2.5,0.15,3.1,4.0,0.66,1.0,文部科学省食品成分表八訂,True
10,10101,＜魚類＞　（かれい類）　まがれい　水煮,35.0,97.0,21.4,1.1,0.0,0.1,320.0,56.0,29.0,200.0,0.3,0.9,0.03,5.0,17.0,2.0,0.0,0.03,0.27,2.6,0.14,3.3,4.0,0.73,0.0,文部科学省食品成分表八訂,True
10,10102,＜魚類＞　（かれい類）　まがれい　焼き,35.0,104.0,23.4,1.3,0.0,0.1,370.0,70.0,32.0,240.0,0.3,1.0,0.04,7.0,18.0,2.5,0.0,0.03,0.41,3.1,0.13,4.1,6.0,0.75,1.0,文部科学省食品成分表八訂,True
10,10103,＜魚類＞　（かれい類）　まこがれい　生,55.0,86.0,18.0,1.8,0.0,0.1,320.0,46.0,24.0,190.0,0.4,0.8,0.02,6.0,6.7,1.5,0.0,0.12,0.32,3.1,0.21,1.8,8.0,0.67,1.0,文部科学省食品成分表八訂,True
10,10399,＜魚類＞　（かれい類）　まこがれい　焼き,0.0,138.0,28.5,2.8,0.0,0.2,490.0,75.0,39.0,300.0,0.8,1.2,0.03,6.0,9.2,2.1,1.0,0.17,0.44,5.0,0.15,3.0,14.0,1.25,1.0,文部科学省食品成分表八訂,True
10,10104,＜魚類＞　（かれい類）　子持ちがれい　生,40.0,123.0,19.9,6.2,0.0,0.1,290.0,20.0,27.0,200.0,0.2,0.8,0.03,12.0,4.0,2.9,0.0,0.19,0.2,2.4,0.15,4.3,20.0,2.41,4.0,文部科学省食品成分表八訂,True
10,10105,＜魚類＞　（かれい類）　子持ちがれい　水煮,15.0,137.0,22.3,7.2,0.0,0.1,270.0,40.0,28.0,210.0,0.3,1.0,0.04,11.0,4.7,4.2,0.0,0.25,0.22,2.7,0.15,4.9,23.0,2.58,3.0,文部科学省食品成分表八訂,True
10,10106,＜魚類＞　（かれい類）　干しかれい,40.0,104.0,20.2,3.4,0.0,0.0,280.0,40.0,29.0,170.0,0.1,0.4,0.01,2.0,1.0,2.3,0.0,0.25,0.1,5.1,0.11,1.6,11.0,0.71,1.0,文部科学省食品成分表八訂,True
10,10107,＜魚類＞　かわはぎ　生,0.0,77.0,18.8,0.4,0.0,0.0,380.0,13.0,28.0,240.0,0.2,0.4,0.03,2.0,43.0,0.6,0.0,0.02,0.07,3.0,0.45,1.3,6.0,0.17,0.0,文部科学省食品成分表八訂,True
10,10108,＜魚類＞　かんぱち　三枚おろし　生,0.0,119.0,21.0,4.2,0.0,0.1,490.0,15.0,34.0,270.0,0.6,0.7,0.05,4.0,4.0,0.9,0.0,0.15,0.16,8.0,0.32,5.3,10.0,0.52,0.0,文部科学省食品成分表八訂,True
10,10424,＜魚類＞　かんぱち　背側　生,0.0,95.0,22.2,1.2,0.0,0.1,470.0,6.0,29.0,250.0,0.4,0.4,0.04,4.0,1.4,1.1,0.0,0.15,0.08,10.0,0.56,1.0,4.0,0.28,1.0,文部科学省食品成分表八訂,True
10,10109,＜魚類＞　きす　生,55.0,73.0,18.5,0.2,0.0,0.0,340.0,27.0,29.0,180.0,0.1,0.4,0.02,1.0,0.7,0.4,,0.09,0.03,2.7,0.22,2.2,11.0,0.18,1.0,文部科学省食品成分表八訂,True
10,10400,＜魚類＞　きす　天ぷら,2.0,234.0,18.4,15.2,0.7,7.8,330.0,90.0,31.0,210.0,0.2,0.5,0.03,3.0,0.6,3.2,18.0,0.09,0.06,2.4,0.15,2.0,9.0,0.3,1.0,文部科学省食品成分表八訂,True
